rec_idx,키워드,수집일시,등록일,날짜구분,기업명,공고제목,직무카테고리,근무지역,경력,학력,고용형태,마감일,공고링크
54475050,마케팅,2026-07-20 00:58:18,2026-07-16,수정일,꽃길코리아(유),글로벌이커머스마케팅/K-뷰티글로벌영업 및 마케팅/온라인MD/회계/세무/BM/PD/디자이너/상품기획,"마케팅기획, ,, SNS마케팅, ,, 콘텐츠마케팅, ,, 브랜드마케팅, ,, 광고기획, 외",서울전체,신입·경력,학력무관,정규직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54475050
54469578,마케팅,2026-07-20 00:58:18,2026-07-16,수정일,대덕전자(주),대덕전자 (PCB) 법무/마케팅(국내/글로벌) 인력 채용,"마케팅, ,, B2B마케팅, ,, 영업마케팅, ,, 영업관리, ,, 영업기획, 외",경기 안산시 단원구,신입·경력,대졸↑,정규직,~09/13(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54469578
54419640,마케팅,2026-07-20 00:58:18,2026-07-13,수정일,(주)파미,"2026년 각 부문별 신입/경력 채용 (S/W 개발실, 시스템 개발실(기구 설계, 전장/제어 설계), 해외영업(중국, 유럽, 미국), 해외서비스, 영업지원팀(무역), 마케팅)","블로그마케팅, ,, 마케팅기획, ,, SNS마케팅, ,, 프로덕트마케팅, ,, CRM마케팅, 외",대전전체,신입·경력,초대졸↑,정규직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54419640
54409827,마케팅,2026-07-20 00:58:18,2026-07-08,수정일,(주)맨파워코리아,[공주/글로벌기업/경력무관] 마케팅팀 사무직 채용,"블로그마케팅, ,, 마케팅기획, ,, SNS마케팅, ,, 온라인마케팅, ,, 마케팅전략, 외",대전전체,경력무관,학력무관,,~07/23(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54409827
54445433,마케팅,2026-07-20 00:58:18,2026-07-15,수정일,(주)카카오,카카오메이커스 서비스 마케팅_어시스턴트,"마케팅기획, ,, SNS마케팅, ,, 마케팅전략, ,, 마케팅, ,, 콘텐츠마케팅, 외",경기 성남시 분당구,경력무관,학력무관,인턴직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54445433
54429889,마케팅,2026-07-20 00:58:18,2026-07-13,수정일,한국콜마(주),"26년 7월 한국콜마 경력사원채용(화장품연구, 마케팅, 납기관리)","납기관리, ,, 화공",세종특별자치시,경력3년↑,대졸↑,정규직,~07/26(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54429889
54244284,마케팅,2026-07-20 00:58:18,2026-07-08,수정일,(주)노디너리,(주)노디너리 화장품 수시모집(영업/마케팅/품질),"영업마케팅, ,, 영업기획, ,, 영업전략, ,, 영업지원, ,, 총무, 외",경기 화성시 동탄구,경력무관,학력무관,정규직,~07/22(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54244284
54353412,마케팅,2026-07-20 00:58:18,2026-07-14,수정일,쿠팡(주),[쿠팡이츠] 프로모션 캠페인 마케팅 지원 (계약직/재택병행),"퍼포먼스마케팅, ,, 마케팅, ,, 디지털마케팅, ,, 광고캠페인, ,, 시장조사, 외",서울 강남구,신입,대졸↑,계약직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54353412
54485587,마케팅,2026-07-20 00:58:18,2026-07-19,수정일,쿠팡(주),[쿠팡] 마케팅 오퍼레이션 담당자 (경력 3년 이상),"CRM마케팅, ,, 온라인마케팅, ,, 퍼포먼스마케팅, ,, 마케팅전략, ,, 마케팅, 외",서울 강남구,경력 3~7년,대졸↑,정규직,~08/14(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54485587
54442606,마케팅,2026-07-20 00:58:18,2026-07-13,수정일,(주)우아한형제들,마케팅 운영지원(B마트 CRM),"마케팅기획, ,, CRM마케팅, ,, 마케팅전략, ,, 마케팅, ,, 마케팅기획, 외",서울 송파구,신입·경력,초대졸↑,,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54442606
54242277,마케팅,2026-07-20 00:58:18,2026-07-10,수정일,삼진식품(주),[삼진어묵] 디지털마케팅 경력사원 채용,"프로덕트마케팅, ,, CRM마케팅, ,, 온라인마케팅, ,, 마케팅전략, ,, 마케팅, 외",서울 송파구,경력 2~6년,대졸↑,정규직,~07/22(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54242277
54451542,마케팅,2026-07-20 00:58:18,2026-07-13,수정일,(주)대경오앤티,(주)대경오앤티 마케팅팀 신입 및 경력 채용,"마케팅, ,, 영업, ,, B2B, ,, 기타제조업, ,, 제조업 회사본사",서울 마포구,신입·경력,대졸↑,정규직,~08/12(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54451542
54485492,마케팅,2026-07-20 00:58:18,2026-07-17,수정일,(주)앱솔브랩,[셀리맥스] 국내 온라인 마케팅 경력 채용,"온라인마케팅, ,, 퍼포먼스마케팅, ,, 마케팅전략, ,, 마케팅, ,, 콘텐츠마케팅, 외",서울 강남구,경력 3~7년,학력무관,정규직,~07/30(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54485492
54382999,마케팅,2026-07-20 00:58:18,2026-07-06,등록일,삼아제약,(주)삼아제약 마케팅 신입 및 경력 채용,"마케팅전략, ,, 마케팅, ,, 영업마케팅, ,, 병원마케팅, ,, 마케팅기획, 외",서울 강남구,경력무관,대졸↑,정규직,~08/05(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54382999
54429254,마케팅,2026-07-20 00:58:18,2026-07-10,수정일,(주)삼성글로벌리서치,경력사원 채용(출판마케팅 및 출판기획),"마케팅기획, ,, 온라인마케팅, ,, 마케팅전략, ,, 마케팅, ,, 오프라인마케팅, 외",서울 서초구,경력4년↑,학력무관,정규직,~07/22(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54429254
54327212,마케팅,2026-07-20 00:58:18,2026-07-01,수정일,(주)마크로밀엠브레인,소비자패널 데이터를 통한 마케팅 리서치 연구원 (신입/경력),"마케팅, ,, 통계/분석, ,, 리서치, ,, 시장조사, ,, 컨설팅, 외",서울 서초구,신입·경력,대졸↑,정규직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54327212
54334194,마케팅,2026-07-20 00:58:18,2026-07-01,수정일,(주)마크로밀엠브레인,마케팅 리서치 연구원 채용(신입),"마케팅, ,, 통계/분석, ,, 리서치, ,, 시장조사, ,, 컨설팅, 외",서울 서초구,경력무관,대졸↑,정규직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54334194
54410084,마케팅,2026-07-20 00:58:18,2026-07-08,수정일,더핑크퐁컴퍼니(주),[더핑크퐁컴퍼니] 일본 사업 마케팅 인턴 (전환형),"SNS마케팅, ,, 온라인마케팅, ,, 퍼포먼스마케팅, ,, 마케팅, ,, 글로벌마케팅, 외",서울 서초구,신입,학력무관,인턴직,~07/29(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54410084
54444205,마케팅,2026-07-20 00:58:18,2026-07-13,수정일,메디앙스(주),[메디앙스] 마케팅센터 커뮤니케이션팀 팀원 채용,"퍼포먼스마케팅, ,, 마케팅, ,, 디지털마케팅, ,, 콘텐츠마케팅, ,, 인플루언서마케팅, 외",서울전체,신입·경력,고졸↑,,~09/11(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54444205
54397306,마케팅,2026-07-20 00:58:18,2026-07-08,수정일,(주)동원와인플러스,동원와인플러스 마케팅팀 신입·경력사원 채용,"마케팅, ,, 콘텐츠마케팅, ,, 브랜드마케팅, ,, 마케팅기획, ,, 무역업, 외",서울 서초구,경력무관,학력무관,정규직,~07/28(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54397306
54340830,마케팅,2026-07-20 00:58:18,2026-07-01,등록일,(주)헬릭스미스,헬릭스미스 건강(기능)식품 마케팅 기획 및 운영 담당 채용,"블로그마케팅, ,, 마케팅기획, ,, SNS마케팅, ,, 온라인마케팅, ,, 퍼포먼스마케팅, 외",서울 강서구,경력3년↑,대졸↑,정규직,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54340830
54393115,마케팅,2026-07-20 00:58:18,2026-07-07,수정일,(주)에스제이그룹,RAINS 마케팅 담당자 채용,"마케팅기획, ,, SNS마케팅, ,, 프로덕트마케팅, ,, CRM마케팅, ,, 온라인마케팅, 외",서울 강남구,경력8년↑,대졸↑,정규직,~08/06(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54393115
54464349,마케팅,2026-07-20 00:58:18,2026-07-15,수정일,(주)에스제이그룹,캉골 키즈 마케팅 인턴 채용,"온라인마케팅, ,, 마케팅전략, ,, 마케팅, ,, 디지털마케팅, ,, 콘텐츠마케팅, 외",서울전체,신입,대졸↑,인턴직,~08/13(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54464349
53920629,마케팅,2026-07-20 00:58:18,2026-07-13,수정일,한국다이와(주),[일본계기업] 마케팅(광고홍보)/AS(수리기사) 정규직 채용,"블로그마케팅, ,, SNS마케팅, ,, 온라인마케팅, ,, 마케팅전략, ,, 마케팅, 외",서울 서대문구,신입·경력,대졸↑,정규직,내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53920629
54485616,마케팅,2026-07-20 00:58:18,2026-07-16,수정일,(주)나노엔텍,"해외영업, 마케팅, H/W 채용","마케팅기획, ,, SNS마케팅, ,, 마케팅전략, ,, 마케팅, ,, 디지털마케팅, 외",서울 구로구,신입·경력,대졸↑,정규직,~07/25(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54485616
54085506,마케팅,2026-07-20 00:58:18,2026-07-20,수정일,(주)미래아이엔씨,[미래아이엔씨] 온라인 마케팅 AE채용(경력무관),"SNS마케팅, ,, 온라인마케팅, ,, 퍼포먼스마케팅, ,, 마케팅전략, ,, 마케팅, 외",서울전체,경력무관,학력무관,정규직,~08/04(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54085506
53934386,마케팅,2026-07-20 00:58:18,2026-07-06,수정일,(주)비바웨이브,[LG계열사/힌스] 국내 마케팅,"블로그마케팅, ,, 마케팅기획, ,, 온라인마케팅, ,, 마케팅전략, ,, 마케팅, 외",서울 마포구,경력 3~5년,대졸↑,정규직·인턴직,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53934386
54433572,마케팅,2026-07-20 00:58:18,2026-07-10,등록일,(주)아로마티카,[AROMATICA/뷰티브랜드] 글로벌 퍼포먼스 마케터,"온라인마케팅, ,, 퍼포먼스마케팅, ,, 마케팅전략, ,, 마케팅, ,, 글로벌마케팅, 외",서울 강남구,경력3년↑,학력무관,정규직,~08/09(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54433572
54410280,마케팅,2026-07-20 00:58:18,2026-07-08,수정일,(주)토니모리,㈜토니모리 글로벌 퍼포먼스 마케터 채용,"퍼포먼스마케팅, ,, 마케팅, ,, 글로벌마케팅, ,, 디지털마케팅, ,, 마케팅기획, 외",서울 서초구,경력2년↑,대졸↑,정규직,~09/04(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54410280
54410224,마케팅,2026-07-20 00:58:18,2026-07-09,수정일,(주)샤페론,인플루언서 마케터 [샤페론 자회사],"블로그마케팅, ,, CRM마케팅, ,, 온라인마케팅, ,, 퍼포먼스마케팅, ,, 마케팅전략, 외",서울전체,경력2년↑,고졸↑,정규직,~08/06(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54410224
54348186,마케팅,2026-07-20 00:58:18,2026-07-02,수정일,(주)와이어트,[닥터포헤어] 브랜드 마케터(한국),"온라인마케팅, ,, 마케팅전략, ,, 마케팅, ,, 오프라인마케팅, ,, 인플루언서마케팅, 외",서울전체,경력 5~9년,고졸↑,정규직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54348186
54239931,마케팅,2026-07-20 00:58:18,2026-07-14,수정일,원리테일익스페리언스코리아리미티드(유),[BX팀] 이벤트 프로모션 및 브랜드 마케팅 주니어 담당자 채용,"스포츠마케팅, ,, 브랜드마케팅, ,, BTL, ,, 이벤트프로모션, ,, 전시·공간디자인",서울 용산구,경력2년↑,대졸↑,계약직,~08/14(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54239931
54471025,마케팅,2026-07-20 00:58:18,2026-07-20,수정일,(주)미래아이엔씨,[마케팅본부] AM 퍼포먼스 마케터 경력/신입 채용,"블로그마케팅, ,, 마케팅기획, ,, 온라인마케팅, ,, 퍼포먼스마케팅, ,, 마케팅전략, 외",서울전체,신입·경력,학력무관,정규직,~09/13(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54471025
54040091,마케팅,2026-07-20 00:58:18,2026-06-30,수정일,매드업,[마케팅 사업 부문] 글로벌 퍼포먼스 마케터(AE) 채용,"온라인마케팅, ,, 글로벌마케팅, ,, 키워드광고, ,, AE(광고기획자), ,, 광고대행사",서울 강남구,경력 1~10년,대졸↑,정규직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54040091
54345133,마케팅,2026-07-20 00:58:18,2026-07-07,수정일,(주)아이아이컴바인드,[TAMBURINS] 디지털 마케팅 담당자,"블로그마케팅, ,, 온라인마케팅, ,, 퍼포먼스마케팅, ,, 마케팅전략, ,, 디지털마케팅, 외",서울 성동구,경력4년↑,학력무관,정규직,~08/31(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54345133
54359245,마케팅,2026-07-20 00:58:18,2026-07-15,수정일,(주)비아이매트릭스,[코스닥기업] 마케팅 담당자 계약직 채용,"블로그마케팅, ,, 온라인마케팅, ,, 마케팅, ,, 오프라인마케팅, ,, 기업홍보, 외",서울 강남구,경력3년↑,대졸↑,계약직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54359245
54116976,마케팅,2026-07-20 00:58:18,2026-07-20,수정일,(주)미래아이엔씨,퍼포먼스 마케팅 광고대행사 AE채용 2본부,"마케팅기획, ,, 온라인마케팅, ,, 퍼포먼스마케팅, ,, 마케팅전략, ,, 마케팅, 외",서울전체,경력무관,학력무관,정규직,~08/08(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54116976
54338873,마케팅,2026-07-20 00:58:18,2026-07-03,수정일,(주)와우바이오텍,[RE4DAY] 마케팅 본부 부문별 채용[경력],"SNS마케팅, ,, 온라인마케팅, ,, 마케팅, ,, 콘텐츠마케팅, ,, 인플루언서마케팅, 외",서울전체,경력,학력무관,정규직,~08/03(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54338873
54450794,마케팅,2026-07-20 00:58:18,2026-07-13,등록일,(주)퍼셀,[PURCELL] 국내 마케터,"온라인마케팅, ,, 마케팅전략, ,, 디지털마케팅, ,, 인플루언서마케팅, ,, 마케팅기획, 외",서울 강남구,경력 2~6년,대졸↑,정규직,~09/11(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54450794
54393692,마케팅,2026-07-20 00:58:18,2026-07-08,수정일,(주)지엔코,"[Thursday Island] 홍보, 마케팅 팀장급 채용","마케팅기획, ,, 프로덕트마케팅, ,, 온라인마케팅, ,, 마케팅전략, ,, 마케팅, 외",서울 송파구,경력10년↑,초대졸↑,정규직,내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54393692
54408670,마케팅,2026-07-20 00:58:18,2026-07-09,수정일,(주)토리든,[토리든] 국내 IMC 마케팅 파트장,"온라인마케팅, ,, 마케팅전략, ,, 마케팅, ,, 인플루언서마케팅, ,, 브랜드마케팅, 외",서울 송파구,경력5년↑,학력무관,정규직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54408670
54047876,마케팅,2026-07-20 00:58:18,2026-06-26,수정일,매드업,[마케팅 사업 부문] 마케팅 어시스턴트(운영 보조)-계약직 채용,"온라인마케팅, ,, 광고기획, ,, 키워드광고, ,, AE(광고기획자), ,, 미디어플래너, 외",서울 서초구,경력무관,대졸↑,계약직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54047876
54458426,마케팅,2026-07-20 00:58:18,2026-07-14,등록일,(주)엠케이에프엔씨,ELBATEGEV / ELBA 브랜드 마케터 채용,"마케팅전략, ,, 마케팅, ,, 디지털마케팅, ,, 바이럴마케팅, ,, 마케팅기획, 외",서울 강동구,경력 3~7년,초대졸↑,정규직,~08/13(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54458426
54268518,마케팅,2026-07-20 00:58:18,2026-06-24,등록일,(주)드림인사이트,[코스닥상장사] 디지털 마케팅 AE 팀장급 모집,"IMC, ,, 마케팅기획, ,, AE(광고기획자), ,, AE(광고기획자), ,, 광고대행사",서울 구로구,경력7년↑,초대졸↑,,~08/23(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54268518
54320797,마케팅,2026-07-20 00:58:18,2026-06-30,수정일,(주)휴비츠,디지털마케팅 ​담당자 채용,"SNS마케팅, ,, 프로덕트마케팅, ,, 마케팅전략, ,, 마케팅, ,, 글로벌마케팅, 외",경기전체,경력8년↑,대졸↑,정규직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54320797
54488446,마케팅,2026-07-20 00:58:18,2026-07-16,수정일,(주)차이커뮤니케이션,"퍼포먼스 마케터 경력직 모집(검색광고, SA,DA)","퍼포먼스마케팅, ,, 마케팅, ,, 글로벌마케팅, ,, 디지털마케팅, ,, 광고마케팅, 외",서울전체,경력 1~7년,초대졸↑,정규직,~07/26(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54488446
54345668,마케팅,2026-07-20 00:58:18,2026-07-02,수정일,(주)쥬비스다이어트,퍼포먼스마케터 경력직 채용,"프로덕트마케팅, ,, 온라인마케팅, ,, 퍼포먼스마케팅, ,, 마케팅전략, ,, 마케팅, 외",서울 강남구,경력 5~8년,대졸↑,정규직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54345668
54408612,마케팅,2026-07-20 00:58:18,2026-07-09,수정일,(주)토리든,[토리든] 국내 인플루언서 마케팅 담당자,"온라인마케팅, ,, 마케팅전략, ,, 마케팅, ,, 인플루언서마케팅, ,, 브랜드마케팅, 외",서울 송파구,경력2년↑,학력무관,정규직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54408612
54457686,마케팅,2026-07-20 00:58:18,2026-07-16,수정일,(주)더파운더즈,[ANUA] 한국 퍼포먼스마케팅 매니저,"SNS마케팅, ,, 온라인마케팅, ,, 퍼포먼스마케팅, ,, 마케팅전략, ,, 마케팅, 외",서울 강남구,경력 2~7년,초대졸↑,정규직,~08/14(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54457686
54464951,마케팅,2026-07-20 00:58:18,2026-07-15,수정일,(주)신티에스,[신티에스] 브랜드 & 콘텐츠 마케터 채용,"온라인마케팅, ,, 마케팅전략, ,, 마케팅, ,, 콘텐츠마케팅, ,, 브랜드마케팅, 외",서울 구로구,경력5년↑,대졸↑,정규직,~09/12(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54464951
54382963,마케팅,2026-07-20 00:58:18,2026-07-06,등록일,(주)모다이노칩,모다아울렛 본부 마케팅팀 사원 채용,"영업마케팅, ,, 영업기획, ,, 영업전략, ,, 매출관리, ,, 쇼핑몰",경기 성남시 수정구,신입·경력,대졸↑,정규직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54382963
54267387,마케팅,2026-07-20 00:58:18,2026-06-24,등록일,웰스로만센트라린코리아(유),[외국계] 생활용품 브랜드 마케터 경력직 모집,"마케팅기획, ,, SNS마케팅, ,, 프로덕트마케팅, ,, CRM마케팅, ,, 온라인마케팅, 외",서울 강남구,경력3년↑,대졸↑,,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54267387
54405173,마케팅,2026-07-20 00:58:18,2026-07-08,수정일,폰드그룹(주),[폰드그룹] D커머스영업팀 온라인 마케터 채용,"온라인마케팅, ,, 마케팅, ,, 온라인영업, ,, 기획, ,, SNS, 외",서울 영등포구,경력무관,학력무관,정규직,~08/07(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54405173
54415499,마케팅,2026-07-20 00:58:18,2026-07-09,등록일,(주)디엠씨미디어,[디엠씨미디어] 디지털마케팅 미디어플래너,"마케팅기획, ,, SNS마케팅, ,, 온라인마케팅, ,, 퍼포먼스마케팅, ,, 마케팅전략, 외",서울 강남구,경력 3~10년,대졸↑,정규직,~08/08(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54415499
54485505,마케팅,2026-07-20 00:58:18,2026-07-16,등록일,(주)미디어윌네트웍스,[알바천국본사] 프로모션 마케팅 담당자 채용,"SNS마케팅, ,, CRM마케팅, ,, 온라인마케팅, ,, 퍼포먼스마케팅, ,, 마케팅전략, 외",서울 강남구,경력,대졸↑,정규직,~08/06(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54485505
54363791,마케팅,2026-07-20 00:58:18,2026-07-07,수정일,인지어스 유한회사,[세일즈마케팅센터] 기획 및 제안 담당자 모집(템플릿),"영업, ,, 영업기획, ,, 기획, ,, 교육행정, ,, 행사기획, 외",서울 서대문구,경력무관,학력무관,정규직,~08/06(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54363791
54345919,마케팅,2026-07-20 00:58:18,2026-07-20,수정일,(주)미래아이엔씨,[네이버/카카오 공식파트너사] 온라인 마케팅 광고영업 AE채용,"SNS마케팅, ,, 온라인마케팅, ,, 마케팅전략, ,, 마케팅, ,, 글로벌마케팅, 외",서울전체,경력무관,학력무관,정규직,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54345919
